Username,Review Text,Likes,Date,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data,Sentiment
@FuckOff23-w4d,Masih mending stellar blade gw sange jir bentuk 3d dengan postur badan yg realistis dripada roblok mah jir,0,2025-07-02T04:31:55Z,Masih mending stellar blade gw sange jir bentuk d dengan postur badan yg realistis dripada roblok mah jir,masih mending stellar blade gw sange jir bentuk d dengan postur badan yg realistis dripada roblok mah jir,masih mending stellar blade gue sange jir bentuk di dengan postur badan yang realistis daripada roblok mah jir,"['masih', 'mending', 'stellar', 'blade', 'gue', 'sange', 'jir', 'bentuk', 'di', 'dengan', 'postur', 'badan', 'yang', 'realistis', 'daripada', 'roblok', 'mah', 'jir']","['mending', 'stellar', 'blade', 'gue', 'sange', 'jir', 'bentuk', 'postur', 'badan', 'realistis', 'roblok', 'mah', 'jir']",mending stellar blade gue sange jir bentuk postur badan realistis roblok mah jir,Negatif
@TutorialAndGame4,Aku ada versi ai nya 😜,0,2025-07-02T04:31:00Z,Aku ada versi ai nya ,aku ada versi ai nya ,aku ada versi ai ya,"['aku', 'ada', 'versi', 'ai', 'ya']","['versi', 'ai', 'ya']",versi ai ya,Positif
@Noob27-r2o,Aku ya ga tahu kalo ada char kaya gini di roblox (aku ga main)🗿,2,2025-07-02T04:27:26Z,Aku ya ga tahu kalo ada char kaya gini di roblox aku ga main,aku ya ga tahu kalo ada char kaya gini di roblox aku ga main,aku ya tidak tahu kalau ada char kayak begini di roblox aku tidak main,"['aku', 'ya', 'tidak', 'tahu', 'kalau', 'ada', 'char', 'kayak', 'begini', 'di', 'roblox', 'aku', 'tidak', 'main']","['ya', 'char', 'kayak', 'roblox', 'main']",ya char kayak roblox main,Netral
@ZFV-q1r,mendingan gw pake ava gw sendiri,0,2025-07-02T04:21:28Z,mendingan gw pake ava gw sendiri,mendingan gw pake ava gw sendiri,mendingan gue pakai ava gue sendiri,"['mendingan', 'gue', 'pakai', 'ava', 'gue', 'sendiri']","['mendingan', 'gue', 'pakai', 'ava', 'gue']",mending gue pakai ava gue,Netral
@suskiryu,Hell nawh jadi banyak Gooner gini di road block💀,7,2025-07-02T04:21:03Z,Hell nawh jadi banyak Gooner gini di road block,hell nawh jadi banyak gooner gini di road block,hell nawh jadi banyak gooner begini di road block,"['hell', 'nawh', 'jadi', 'banyak', 'gooner', 'begini', 'di', 'road', 'block']","['hell', 'nawh', 'gooner', 'road', 'block']",hell nawh gooner road block,Negatif
@BerthlyNgilamele,"Gw aja maen roblox, karna ngecheat, awok awok awok, pengguna delta=exploiter 🤫🧏",1,2025-07-02T04:20:16Z,Gw aja maen roblox karna ngecheat awok awok awok pengguna deltaexploiter ,gw aja maen roblox karna ngecheat awok awok awok pengguna deltaexploiter ,gue saja main roblox karena ngecheat awok awok awok pengguna deltaexploiter,"['gue', 'saja', 'main', 'roblox', 'karena', 'ngecheat', 'awok', 'awok', 'awok', 'pengguna', 'deltaexploiter']","['gue', 'main', 'roblox', 'ngecheat', 'awok', 'awok', 'awok', 'pengguna', 'deltaexploiter']",gue main roblox ngecheat awok awok awok guna deltaexploiter,Positif
@MuhammadMisbahulmunir-u4h,Bang bahas anime jojo Blizzard adventure,0,2025-07-02T04:16:35Z,Bang bahas anime jojo Blizzard adventure,bang bahas anime jojo blizzard adventure,abang bahas anime jojo blizzard adventure,"['abang', 'bahas', 'anime', 'jojo', 'blizzard', 'adventure']","['abang', 'bahas', 'anime', 'jojo', 'blizzard', 'adventure']",abang bahas anime jojo blizzard adventure,Positif
@sngd_begitulah,Makin ngawur nih org org 😂,2,2025-07-02T04:14:55Z,Makin ngawur nih org org ,makin ngawur nih org org ,makin ngawur nih orang orang,"['makin', 'ngawur', 'nih', 'orang', 'orang']","['ngawur', 'nih', 'orang', 'orang']",ngawur nih orang orang,Netral
@yasaja-x2d,Oji wahyudi kebelet ama Avatar Roblox wkwkkwk,8,2025-07-02T04:13:08Z,Oji wahyudi kebelet ama Avatar Roblox wkwkkwk,oji wahyudi kebelet ama avatar roblox wkwkkwk,oji wahyudi kebelet sama avatar roblox wkwkkwk,"['oji', 'wahyudi', 'kebelet', 'sama', 'avatar', 'roblox', 'wkwkkwk']","['oji', 'wahyudi', 'kebelet', 'avatar', 'roblox', 'wkwkkwk']",oji wahyudi kebelet avatar roblox wkwkkwk,Netral
@muhammadridwan2241,Bocah itu sepertinya belum pernah bertemu dengan kucing peduli dan ipo chan🗿,50,2025-07-02T04:12:21Z,Bocah itu sepertinya belum pernah bertemu dengan kucing peduli dan ipo chan,bocah itu sepertinya belum pernah bertemu dengan kucing peduli dan ipo chan,bocah itu sepertinya belum pernah bertemu dengan kucing peduli dan ipo chan,"['bocah', 'itu', 'sepertinya', 'belum', 'pernah', 'bertemu', 'dengan', 'kucing', 'peduli', 'dan', 'ipo', 'chan']","['bocah', 'bertemu', 'kucing', 'peduli', 'ipo', 'chan']",bocah temu kucing peduli ipo chan,Positif
@FatahAlfatah-r9r,Gw main roblox karena ada grow a garden,0,2025-07-02T04:09:44Z,Gw main roblox karena ada grow a garden,gw main roblox karena ada grow a garden,gue main roblox karena ada grow a garden,"['gue', 'main', 'roblox', 'karena', 'ada', 'grow', 'a', 'garden']","['gue', 'main', 'roblox', 'grow', 'a', 'garden']",gue main roblox grow a garden,Netral
@ZaldiKurniawan,Mending main map battlegrounds dan jadi petani,0,2025-07-02T04:06:45Z,Mending main map battlegrounds dan jadi petani,mending main map battlegrounds dan jadi petani,mending main map battlegrounds dan jadi petani,"['mending', 'main', 'map', 'battlegrounds', 'dan', 'jadi', 'petani']","['mending', 'main', 'map', 'battlegrounds', 'petani']",mending main map battlegrounds tani,Netral
@SelviAna-v7k,😂😂😂😂😂Hhhhh  apan  tuajir  bisaaja,0,2025-07-02T04:05:59Z,Hhhhh  apan  tuajir  bisaaja,hhhhh  apan  tuajir  bisaaja,hhhhh apan tuajir bisaaja,"['hhhhh', 'apan', 'tuajir', 'bisaaja']","['hhhhh', 'apan', 'tuajir', 'bisaaja']",hhhhh apan tuajir bisaaja,Netral
@ZakiakiAKI,Apakah anda birahi sama avatar roblox?,0,2025-07-02T04:05:16Z,Apakah anda birahi sama avatar roblox,apakah anda birahi sama avatar roblox,apakah anda birahi sama avatar roblox,"['apakah', 'anda', 'birahi', 'sama', 'avatar', 'roblox']","['birahi', 'avatar', 'roblox']",birah avatar roblox,Negatif
@Ruri_Biawak,"Makin Ngawur dah nafsu Manusia Zaman sekarang 

Kagak Heran Dah kalau Di Masa depan Ada yg Nafsu ama Eee apa ya? pou kali",0,2025-07-02T04:04:43Z,"Makin Ngawur dah nafsu Manusia Zaman sekarang 

Kagak Heran Dah kalau Di Masa depan Ada yg Nafsu ama Eee apa ya pou kali","makin ngawur dah nafsu manusia zaman sekarang 

kagak heran dah kalau di masa depan ada yg nafsu ama eee apa ya pou kali",makin ngawur sudah nafsu manusia zaman sekarang kagak heran sudah kalau di masa depan ada yang nafsu sama eee apa ya pou kali,"['makin', 'ngawur', 'sudah', 'nafsu', 'manusia', 'zaman', 'sekarang', 'kagak', 'heran', 'sudah', 'kalau', 'di', 'masa', 'depan', 'ada', 'yang', 'nafsu', 'sama', 'eee', 'apa', 'ya', 'pou', 'kali']","['ngawur', 'nafsu', 'manusia', 'zaman', 'kagak', 'heran', 'nafsu', 'eee', 'ya', 'pou', 'kali']",ngawur nafsu manusia zaman kagak heran nafsu eee ya pou kali,Positif
@kovlaaismine,intinya hampir semua player roblok setengah caboel😂,1,2025-07-02T04:02:14Z,intinya hampir semua player roblok setengah caboel,intinya hampir semua player roblok setengah caboel,intinya hampir semua player roblok setengah caboel,"['intinya', 'hampir', 'semua', 'player', 'roblok', 'setengah', 'caboel']","['intinya', 'player', 'roblok', 'caboel']",inti player roblok caboel,Netral
@NuggUhuyyy,Anda birahi dengan char roblox?? Anda sudah gila 😂,455,2025-07-02T04:01:05Z,Anda birahi dengan char roblox Anda sudah gila ,anda birahi dengan char roblox anda sudah gila ,anda birahi dengan char roblox anda sudah gila,"['anda', 'birahi', 'dengan', 'char', 'roblox', 'anda', 'sudah', 'gila']","['birahi', 'char', 'roblox', 'gila']",birah char roblox gila,Negatif
@ayano3225,memeng main Roblox bikin gablok😂,1,2025-07-02T03:52:49Z,memeng main Roblox bikin gablok,memeng main roblox bikin gablok,memeng main roblox bikin gablok,"['memeng', 'main', 'roblox', 'bikin', 'gablok']","['memeng', 'main', 'roblox', 'bikin', 'gablok']",memeng main roblox bikin gablok,Netral
@Alwiverse,Bukan bang karena Roblox ada 40Miliar lebih game atau game grow a garden,0,2025-07-02T03:50:44Z,Bukan bang karena Roblox ada Miliar lebih game atau game grow a garden,bukan bang karena roblox ada miliar lebih game atau game grow a garden,bukan abang karena roblox ada miliar lebih game atau game grow a garden,"['bukan', 'abang', 'karena', 'roblox', 'ada', 'miliar', 'lebih', 'game', 'atau', 'game', 'grow', 'a', 'garden']","['abang', 'roblox', 'miliar', 'game', 'game', 'grow', 'a', 'garden']",abang roblox miliar game game grow a garden,Positif
@Bimzznoelite205,Udah nggak ketolong si 🗿,0,2025-07-02T03:46:25Z,Udah nggak ketolong si ,udah nggak ketolong si ,sudah tidak ketolong sih,"['sudah', 'tidak', 'ketolong', 'sih']","['ketolong', 'sih']",tolong sih,Netral
@cuma_malezzxt,Anda birahi sama avatar roblox😂,2,2025-07-02T03:43:55Z,Anda birahi sama avatar roblox,anda birahi sama avatar roblox,anda birahi sama avatar roblox,"['anda', 'birahi', 'sama', 'avatar', 'roblox']","['birahi', 'avatar', 'roblox']",birah avatar roblox,Negatif
@FATIH2016-s5f,Gw GK main Roblox game haram,1,2025-07-02T03:42:36Z,Gw GK main Roblox game haram,gw gk main roblox game haram,gue tidak main roblox game haram,"['gue', 'tidak', 'main', 'roblox', 'game', 'haram']","['gue', 'main', 'roblox', 'game', 'haram']",gue main roblox game haram,Positif
@FATIH2016-s5f,Roblox game haram bjir,1,2025-07-02T03:42:14Z,Roblox game haram bjir,roblox game haram bjir,roblox game haram bjir,"['roblox', 'game', 'haram', 'bjir']","['roblox', 'game', 'haram', 'bjir']",roblox game haram bjir,Positif
@NG-Z18,"Ah, itumah orang gila yang salah tubuh🗿",1,2025-07-02T03:40:29Z,Ah itumah orang gila yang salah tubuh,ah itumah orang gila yang salah tubuh,ah itumah orang gila yang salah tubuh,"['ah', 'itumah', 'orang', 'gila', 'yang', 'salah', 'tubuh']","['ah', 'itumah', 'orang', 'gila', 'salah', 'tubuh']",ah itumah orang gila salah tubuh,Negatif
@NPC178-f4b,Menurut aku gak normal bg,1,2025-07-02T03:40:16Z,Menurut aku gak normal bg,menurut aku gak normal bg,menurut aku tidak normal bang,"['menurut', 'aku', 'tidak', 'normal', 'bang']","['normal', 'bang']",normal bang,Positif
@irfan12_ZL,Memang Roblox game penuh viralnya,1,2025-07-02T03:39:00Z,Memang Roblox game penuh viralnya,memang roblox game penuh viralnya,memang roblox game penuh viralnya,"['memang', 'roblox', 'game', 'penuh', 'viralnya']","['roblox', 'game', 'penuh', 'viralnya']",roblox game penuh viralnya,Positif
@tedjoas,Gua lebih setuju orang nikah sama anime,0,2025-07-02T03:38:45Z,Gua lebih setuju orang nikah sama anime,gua lebih setuju orang nikah sama anime,gua lebih setuju orang nikah sama anime,"['gua', 'lebih', 'setuju', 'orang', 'nikah', 'sama', 'anime']","['gua', 'setuju', 'orang', 'nikah', 'anime']",gua tuju orang nikah anime,Negatif
@YTBORTOD_KW,gw main Roblox tapi main blox fruit,0,2025-07-02T03:38:10Z,gw main Roblox tapi main blox fruit,gw main roblox tapi main blox fruit,gue main roblox tapi main blox fruit,"['gue', 'main', 'roblox', 'tapi', 'main', 'blox', 'fruit']","['gue', 'main', 'roblox', 'main', 'blox', 'fruit']",gue main roblox main blox fruit,Netral
@Jesen135,Lah kukira karena game grow a garden,0,2025-07-02T03:37:35Z,Lah kukira karena game grow a garden,lah kukira karena game grow a garden,lah kukira karena game grow a garden,"['lah', 'kukira', 'karena', 'game', 'grow', 'a', 'garden']","['kukira', 'game', 'grow', 'a', 'garden']",kira game grow a garden,Positif
@Kenneth-k9r,Dibawa santai aja b aja gua mah main Roblox cuma main kaya gitu doang,0,2025-07-02T03:35:53Z,Dibawa santai aja b aja gua mah main Roblox cuma main kaya gitu doang,dibawa santai aja b aja gua mah main roblox cuma main kaya gitu doang,dibawa santai saja b saja gua mah main roblox cuma main kayak begitu doang,"['dibawa', 'santai', 'saja', 'b', 'saja', 'gua', 'mah', 'main', 'roblox', 'cuma', 'main', 'kayak', 'begitu', 'doang']","['dibawa', 'santai', 'b', 'gua', 'mah', 'main', 'roblox', 'main', 'kayak', 'doang']",bawa santai b gua mah main roblox main kayak doang,Negatif
@ismalajha1605,"BERARTI TUH BOCIL MASIH BELUM TERJERUMUS VIDEO FOURNO ANDAI DIA TAU VIDEO FOURNO MUNGKIN PAS DIA LIHAT KARAKTER² KAYAK GINI ""AHH MEMBOSANKAN""",32,2025-07-02T03:35:45Z,BERARTI TUH BOCIL MASIH BELUM TERJERUMUS VIDEO FOURNO ANDAI DIA TAU VIDEO FOURNO MUNGKIN PAS DIA LIHAT KARAKTER KAYAK GINI AHH MEMBOSANKAN,berarti tuh bocil masih belum terjerumus video fourno andai dia tau video fourno mungkin pas dia lihat karakter kayak gini ahh membosankan,berarti tuh bocil masih belum terjerumus video fourno andai dia tau video fourno mungkin pas dia lihat karakter kayak begini ah membosankan,"['berarti', 'tuh', 'bocil', 'masih', 'belum', 'terjerumus', 'video', 'fourno', 'andai', 'dia', 'tau', 'video', 'fourno', 'mungkin', 'pas', 'dia', 'lihat', 'karakter', 'kayak', 'begini', 'ah', 'membosankan']","['tuh', 'bocil', 'terjerumus', 'video', 'fourno', 'andai', 'tau', 'video', 'fourno', 'pas', 'lihat', 'karakter', 'kayak', 'ah', 'membosankan']",tuh bocil jerumus video fourno andai tau video fourno pas lihat karakter kayak ah bosan,Positif
@qothrus,"Nggak bisa nyalahin, toh gua juga berkhayal nikahin waifu gua",0,2025-07-02T03:34:58Z,Nggak bisa nyalahin toh gua juga berkhayal nikahin waifu gua,nggak bisa nyalahin toh gua juga berkhayal nikahin waifu gua,tidak bisa menyalahkan toh gua juga berkhayal menikahi waifu gua,"['tidak', 'bisa', 'menyalahkan', 'toh', 'gua', 'juga', 'berkhayal', 'menikahi', 'waifu', 'gua']","['menyalahkan', 'gua', 'berkhayal', 'menikahi', 'waifu', 'gua']",salah gua khayal nikah waifu gua,Negatif
@hayaky73,Di game cantik di real life......,156,2025-07-02T03:34:23Z,Di game cantik di real life,di game cantik di real life,di game cantik di real life,"['di', 'game', 'cantik', 'di', 'real', 'life']","['game', 'cantik', 'real', 'life']",game cantik real life,Positif
@Siwibugaboed,GK normal jir💀,0,2025-07-02T03:30:33Z,GK normal jir,gk normal jir,tidak normal jir,"['tidak', 'normal', 'jir']","['normal', 'jir']",normal jir,Netral
@MichaelRooroh-c7q,gw aja main Roblox Cuman Gara-gara Parkour buat Fast hand🗿,4,2025-07-02T03:30:15Z,gw aja main Roblox Cuman Garagara Parkour buat Fast hand,gw aja main roblox cuman garagara parkour buat fast hand,gue saja main roblox cuman garagara parkour buat fast hand,"['gue', 'saja', 'main', 'roblox', 'cuman', 'garagara', 'parkour', 'buat', 'fast', 'hand']","['gue', 'main', 'roblox', 'cuman', 'garagara', 'parkour', 'fast', 'hand']",gue main roblox cuman garagara parkour fast hand,Netral
@foren212,Daripada nonton yg gituan mendingan jadi petani aja😂😂😂,238,2025-07-02T03:26:06Z,Daripada nonton yg gituan mendingan jadi petani aja,daripada nonton yg gituan mendingan jadi petani aja,daripada menonton yang begituan mendingan jadi petani saja,"['daripada', 'menonton', 'yang', 'begituan', 'mendingan', 'jadi', 'petani', 'saja']","['menonton', 'begituan', 'mendingan', 'petani']",tonton begitu mending tani,Negatif
@RAGNAROKFW,Kalo aku sih karena game peta peta🗿,0,2025-07-02T03:25:49Z,Kalo aku sih karena game peta peta,kalo aku sih karena game peta peta,kalau aku sih karena game peta peta,"['kalau', 'aku', 'sih', 'karena', 'game', 'peta', 'peta']","['sih', 'game', 'peta', 'peta']",sih game peta peta,Positif
@kusurscientist56,Bro gooning sama avatar roblox💀☠️,22,2025-07-02T03:25:27Z,Bro gooning sama avatar roblox,bro gooning sama avatar roblox,bro gooning sama avatar roblox,"['bro', 'gooning', 'sama', 'avatar', 'roblox']","['bro', 'gooning', 'avatar', 'roblox']",bro gooning avatar roblox,Netral
@KRATOS_...,"Diajak becanda aja tu, masa iya sanguk sama karakter begituan orang indo?",0,2025-07-02T03:24:32Z,Diajak becanda aja tu masa iya sanguk sama karakter begituan orang indo,diajak becanda aja tu masa iya sanguk sama karakter begituan orang indo,diajak becanda saja itu masa iya sanguk sama karakter begituan orang indonesia,"['diajak', 'becanda', 'saja', 'itu', 'masa', 'iya', 'sanguk', 'sama', 'karakter', 'begituan', 'orang', 'indonesia']","['diajak', 'becanda', 'iya', 'sanguk', 'karakter', 'begituan', 'orang', 'indonesia']",ajak becanda iya sanguk karakter begitu orang indonesia,Positif
@kazumaxd8649,udh ku blng game ini gila,0,2025-07-02T03:21:17Z,udh ku blng game ini gila,udh ku blng game ini gila,sudah ku bilang game ini gila,"['sudah', 'ku', 'bilang', 'game', 'ini', 'gila']","['ku', 'bilang', 'game', 'gila']",ku bilang game gila,Positif
@Rexxzzr,damn🥀💔,0,2025-07-02T03:18:12Z,damn,damn,damn,['damn'],['damn'],damn,Netral
@Aldous-e3k,hell nah 💀💀,0,2025-07-02T03:16:40Z,hell nah ,hell nah ,hell nah,"['hell', 'nah']",['hell'],hell,Netral
@Abdan_ElFatih,Kok bahas game bang apa ga bahas anime atack on titan,0,2025-07-02T03:14:21Z,Kok bahas game bang apa ga bahas anime atack on titan,kok bahas game bang apa ga bahas anime atack on titan,kok bahas game abang apa tidak bahas anime atack on titan,"['kok', 'bahas', 'game', 'abang', 'apa', 'tidak', 'bahas', 'anime', 'atack', 'on', 'titan']","['bahas', 'game', 'abang', 'bahas', 'anime', 'atack', 'on', 'titan']",bahas game abang bahas anime atack on titan,Positif
@junsin4348,Aku yakin mereka suka Avatar ini orang stress,0,2025-07-02T03:14:15Z,Aku yakin mereka suka Avatar ini orang stress,aku yakin mereka suka avatar ini orang stress,aku yakin mereka suka avatar ini orang stres,"['aku', 'yakin', 'mereka', 'suka', 'avatar', 'ini', 'orang', 'stres']","['suka', 'avatar', 'orang', 'stres']",suka avatar orang stres,Negatif
@badang-w3e,Astagfirullah itu cuma geme loh sumpah 😅😅😅,0,2025-07-02T03:13:37Z,Astagfirullah itu cuma geme loh sumpah ,astagfirullah itu cuma geme loh sumpah ,astagfirullah itu cuma geme loh sumpah,"['astagfirullah', 'itu', 'cuma', 'geme', 'loh', 'sumpah']","['astagfirullah', 'geme', 'loh', 'sumpah']",astagfirullah geme loh sumpah,Netral
@BagasBahtiar-di5xg,"Kata gue, cuman orang setres yg fetish ama karakter roblox",0,2025-07-02T03:12:05Z,Kata gue cuman orang setres yg fetish ama karakter roblox,kata gue cuman orang setres yg fetish ama karakter roblox,kata gue cuman orang setres yang fetish sama karakter roblox,"['kata', 'gue', 'cuman', 'orang', 'setres', 'yang', 'fetish', 'sama', 'karakter', 'roblox']","['gue', 'cuman', 'orang', 'setres', 'fetish', 'karakter', 'roblox']",gue cuman orang tres fetish karakter roblox,Netral
@keanuragil6652,Ganormal💀,1,2025-07-02T03:11:57Z,Ganormal,ganormal,ganormal,['ganormal'],['ganormal'],ganormal,Netral
@indradra1918,bang kok tumben bahas roblox bukan anime,0,2025-07-02T03:11:10Z,bang kok tumben bahas roblox bukan anime,bang kok tumben bahas roblox bukan anime,abang kok tumben bahas roblox bukan anime,"['abang', 'kok', 'tumben', 'bahas', 'roblox', 'bukan', 'anime']","['abang', 'tumben', 'bahas', 'roblox', 'anime']",abang tumben bahas roblox anime,Netral
@DrawAeroAviationID,Bahkan karakter game anak anak malah dijadiin seksi ✋💀🤚,0,2025-07-02T03:10:37Z,Bahkan karakter game anak anak malah dijadiin seksi ,bahkan karakter game anak anak malah dijadiin seksi ,bahkan karakter game anak anak malah dijadikan seksi,"['bahkan', 'karakter', 'game', 'anak', 'anak', 'malah', 'dijadikan', 'seksi']","['karakter', 'game', 'anak', 'anak', 'dijadikan', 'seksi']",karakter game anak anak jadi seksi,Negatif
@EndanGaming,hell nah broo 🥀💔,0,2025-07-02T03:10:32Z,hell nah broo ,hell nah broo ,hell nah broo,"['hell', 'nah', 'broo']","['hell', 'broo']",hell broo,Netral
@Firdaus21-02,What antum birahi sama Avatar Roblox 💀,80,2025-07-02T03:09:38Z,What antum birahi sama Avatar Roblox ,what antum birahi sama avatar roblox ,what antum birahi sama avatar roblox,"['what', 'antum', 'birahi', 'sama', 'avatar', 'roblox']","['what', 'antum', 'birahi', 'avatar', 'roblox']",what antum birah avatar roblox,Negatif
